The following lines contain 2177 text messages, one per line. Each text message can be classified as spam or ham (i.e., not spam).

You will be asked to answer questions about the aggregate label statistics across all 2177 examples in this dataset. Do not try to guess, estimate, or approximate the result. Calculate the exact answer given these datapoints.

Date: Apr 01, 2025 || User: 23965 || Instance: Compliments to you. Was away from the system. How your side. 
Date: May 03, 2025 || User: 14841 || Instance: URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only 
Date: May 25, 2023 || User: 87718 || Instance: Mine here like all fr china then so noisy. 
Date: Mar 12, 2024 || User: 50808 || Instance: Please CALL 08712402578 immediately as there is an urgent message waiting for you 
Date: Nov 09, 2024 || User: 72771 || Instance: Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa 
Date: Apr 07, 2024 || User: 25492 || Instance: Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time 
Date: Nov 19, 2022 || User: 40538 || Instance: Whos this am in class:-) 
Date: Oct 09, 2024 || User: 43564 || Instance: Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow 
Date: May 29, 2025 || User: 22308 || Instance: Please CALL 08712402972 immediately as there is an urgent message waiting for you 
Date: Mar 27, 2024 || User: 37617 || Instance: Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ? 
Date: May 23, 2022 || User: 71925 || Instance: cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP 
Date: Mar 03, 2025 || User: 36821 || Instance: Orh i tot u say she now still dun believe. 
Date: Feb 22, 2022 || User: 73168 || Instance: As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589 
Date: May 23, 2024 || User: 14841 || Instance: Really good:)dhanush rocks once again:) 
Date: Jun 12, 2025 || User: 94422 || Instance: Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16 
Date: Feb 27, 2023 || User: 81627 || Instance: Was playng 9 doors game and gt racing on phone lol 
Date: Oct 29, 2023 || User: 71925 || Instance: Pls help me tell Ashley that i cant find her number oh 
Date: Jan 10, 2025 || User: 78655 || Instance: Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days 
Date: Oct 07, 2024 || User: 78090 || Instance: U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870 
Date: Jul 16, 2024 || User: 38602 || Instance: Another month. I need chocolate weed and alcohol. 
Date: Feb 01, 2025 || User: 84689 || Instance: Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody. 
Date: Jul 05, 2024 || User: 26180 || Instance: Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper 
Date: Aug 22, 2023 || User: 61850 || Instance: Have your lunch and come quickly and open the door:) 
Date: Oct 12, 2023 || User: 41222 || Instance: Its good, we'll find a way 
Date: May 11, 2022 || User: 76075 || Instance: Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records. 
Date: May 19, 2023 || User: 47803 || Instance: Thanks chikku..:-) gud nyt:-* 
Date: Jun 07, 2022 || User: 59719 || Instance: For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk. 
Date: Jul 15, 2024 || User: 36991 || Instance: I'm home... 
Date: Feb 26, 2023 || User: 66149 || Instance: This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm 
Date: Nov 03, 2022 || User: 42814 || Instance: 88066 FROM 88066 LOST 3POUND HELP 
Date: Jan 25, 2023 || User: 55497 || Instance: Please CALL 08712402578 immediately as there is an urgent message waiting for you 
Date: Feb 21, 2024 || User: 11111 || Instance: U repeat e instructions again. Wat's e road name of ur house? 
Date: Jul 24, 2022 || User: 29482 || Instance: You have an important customer service announcement from PREMIER. 
Date: Jul 23, 2024 || User: 44633 || Instance: You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS 
Date: Dec 12, 2022 || User: 17826 || Instance: Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award. 
Date: Sep 13, 2022 || User: 86421 || Instance: WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm  
Date: Oct 17, 2022 || User: 80388 || Instance: Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk 
Date: Oct 22, 2024 || User: 81900 || Instance: Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala. 
Date: May 28, 2024 || User: 52634 || Instance: Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18 
Date: Jan 01, 2023 || User: 34851 || Instance: Is there any training tomorrow? 
Date: Oct 03, 2024 || User: 73076 || Instance: Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18 
Date: Aug 22, 2022 || User: 28859 || Instance: URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate 
Date: Feb 29, 2024 || User: 82887 || Instance: FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end 
Date: Jan 04, 2024 || User: 14292 || Instance: Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248 
Date: Oct 06, 2024 || User: 35198 || Instance: You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+)  
Date: Apr 08, 2025 || User: 22976 || Instance: Now am free call me pa. 
Date: Mar 21, 2025 || User: 80778 || Instance: No current and food here. I am alone also 
Date: Feb 10, 2024 || User: 68620 || Instance: We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150 
Date: May 04, 2022 || User: 23844 || Instance: Did you get any gift? This year i didnt get anything. So bad 
Date: Jan 26, 2025 || User: 19789 || Instance: Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ 
Date: Jul 27, 2023 || User: 51636 || Instance: No..few hours before.went to hair cut . 
Date: Feb 15, 2025 || User: 18359 || Instance: Howz pain.it will come down today.do as i said ystrday.ice and medicine. 
Date: Feb 18, 2023 || User: 93083 || Instance: If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy 
Date: Aug 26, 2023 || User: 20232 || Instance: Horrible gal. Me in sch doing some stuff. How come u got mc? 
Date: Jul 30, 2022 || User: 23605 || Instance: Oh fine, I'll be by tonight 
Date: Jun 07, 2025 || User: 59470 || Instance: No, its true..k,Do u knw dis no. &lt;#&gt; ? 
Date: Jun 03, 2024 || User: 25640 || Instance: You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327 
Date: Sep 11, 2024 || User: 38574 || Instance: Just checked out, heading out to drop off my stuff now 
Date: Jun 12, 2025 || User: 55993 || Instance: It is only yesterday true true. 
Date: Mar 12, 2023 || User: 89992 || Instance: Ultimately tor motive tui achieve korli. 
Date: Jul 10, 2024 || User: 78072 || Instance: It shall be fine. I have avalarr now. Will hollalater 
Date: Aug 28, 2022 || User: 48731 || Instance: Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030 
Date: Apr 07, 2024 || User: 42289 || Instance: How much it will cost approx . Per month. 
Date: Aug 19, 2024 || User: 73737 || Instance: You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on 
Date: Aug 01, 2023 || User: 18049 || Instance: Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! 
Date: Sep 05, 2023 || User: 83277 || Instance: FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242 
Date: Apr 07, 2023 || User: 81627 || Instance: Sounds great! Im going to sleep now. Have a good night! 
Date: Apr 04, 2022 || User: 19732 || Instance: Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with 
Date: Jun 18, 2023 || User: 18359 || Instance: Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free 
Date: Mar 02, 2022 || User: 70643 || Instance: Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH. 
Date: Nov 07, 2022 || User: 40235 || Instance: Going for dinner.msg you after. 
Date: Aug 01, 2024 || User: 35121 || Instance: (I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it) 
Date: Sep 12, 2022 || User: 56194 || Instance: When are you going to ride your bike? 
Date: Feb 02, 2023 || User: 66579 || Instance: SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE 
Date: Jan 17, 2023 || User: 48001 || Instance: I will come tomorrow di 
Date: Aug 16, 2023 || User: 68620 || Instance: This phone has the weirdest auto correct. 
Date: Oct 28, 2023 || User: 88522 || Instance: Two fundamentals of cool life: "Walk, like you are the KING"...! OR "Walk like you Dont care,whoever is the KING"!... Gud nyt 
Date: Nov 18, 2022 || User: 93835 || Instance: "For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk" 
Date: Sep 10, 2022 || User: 81627 || Instance: Need a coffee run tomo?Can't believe it's that time of week already 
Date: Apr 08, 2022 || User: 17998 || Instance: Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...  
Date: Apr 30, 2023 || User: 40178 || Instance: Ok can... 
Date: Mar 03, 2024 || User: 72029 || Instance: Short But Cute: "Be a good person, but dont try to prove it.." .Gud noon.... 
Date: Feb 03, 2025 || User: 78157 || Instance: +449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50 
Date: Feb 27, 2023 || User: 27239 || Instance: This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only 
Date: Apr 12, 2022 || User: 41222 || Instance: That's my honeymoon outfit. :) 
Date: Jan 27, 2025 || User: 74145 || Instance: So i'm doing a list of buyers. 
Date: May 31, 2024 || User: 70336 || Instance: Good. No swimsuit allowed :) 
Date: Apr 05, 2024 || User: 33621 || Instance: thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse??? 
Date: Dec 08, 2024 || User: 41639 || Instance: You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX 
Date: Jun 18, 2024 || User: 70643 || Instance: Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones 
Date: May 26, 2025 || User: 53752 || Instance: URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm 
Date: Dec 16, 2024 || User: 16721 || Instance: Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour? 
Date: Nov 25, 2024 || User: 39013 || Instance: Dare i ask... Any luck with sorting out the car? 
Date: Jul 20, 2024 || User: 85954 || Instance: Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max  
Date: Jun 21, 2023 || User: 74145 || Instance: Right it wasnt you who phoned it was someone with a number like yours! 
Date: Nov 25, 2022 || User: 42704 || Instance: complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+ 
Date: Jul 08, 2023 || User: 84026 || Instance: Yun buying... But school got offer 2000 plus only... 
Date: Jul 20, 2024 || User: 12158 || Instance: I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne. 
Date: Feb 27, 2022 || User: 82974 || Instance: You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now! 
Date: Jun 14, 2025 || User: 93378 || Instance: Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX 
Date: Oct 24, 2024 || User: 33621 || Instance: Daddy will take good care of you :) 
Date: Oct 29, 2024 || User: 61405 || Instance: Please CALL 08712402779 immediately as there is an urgent message waiting for you 
Date: Oct 01, 2023 || User: 21830 || Instance: Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm 
Date: Mar 03, 2025 || User: 74608 || Instance: Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work. 
Date: Sep 12, 2022 || User: 71102 || Instance: "Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U..." Gud nyt... 
Date: Aug 21, 2022 || User: 11655 || Instance: ITS A LAPTOP TAKE IT WITH YOU. 
Date: Jan 21, 2025 || User: 98699 || Instance: Happy new year to u too! 
